Ro Nay San Lwin	 Co-founder @FreeRoCoalition @BoycottMM | Myanmar Genocide Survivor | Activist | @RohingyaBlogger | DMs open | nslwin@rohingyablogger.com	0,0	The survivors described hundreds of men. women. and children crammed on the boat. unable to move. squatting in rain and scorching sun until. as food and water ran out. they began to die of starvation. thirst. and beatings. their bodies tossed overboard. https://t.co/EbjyNigbuT	Rohingya survivors tell of misery and death at sea; hundreds still adrift - Reuters
lia	everything happens for a reason	0,0	RT @__kennedy24: Social media has caused yall to think that yall need to be doing things at the same pace as everyone else. ITS OKAY NOT	null
JayJ	I speak truths and common sense! Don't like it.... Kick rocks!!%  PROUD!!	0,0	Really. everybody that comes into your gun shop has a problem. come on now. idiot!  Military style guns have no place in society! Alberta Cries about everything.Edmonton Journal: Gun shop owner says Alberta is annoyed at federal ban.https://t.co/QIWPAwWv4kvia @GoogleNews	null
CBe	no	0,0	RT @NikitaDragun: do u ever just look at a text and think fuck u	null
MommaMarDee radical for healthcare as a Right{2}	human being. person. individual. coen bros. character yet discovered. survivor. believer in Creator. Love at its best n worst. wonderer good at living irony	0,0	RT @NYCLUStaffUnion: This #MayDay2020 in solidarity with workers across the country. an overwhelming majority of @NYCLU staff are thrilled	null
John_Connor_ATL	<no bio>	0,0	RT @liquidlaugh: @techreview @LearnedToCode Once we at this level of MonitoringTaking your Temp by DroneHow do you EVER get your Freedom	null
   	<no bio>	0,0	RT @arwenmh: Try telling her to social distancing at her daycare! Try lah!  https://t.co/j1YlOeHTfA	Evenstar on Twitter: Try telling her to social distancing at her daycare! Try lah!  
	<no bio>	0,0	@UnsuitableWorld tortoises  are  actually  very  inspiring.  kind  creatures.  and  they're  partial  to  strawberries.   '  have  you  ever  simply  marveled  at  a  tortoise?  you  begin  to  understand  the  meaning  behind  patience.  '  it  was  said  with  a  large  smile.	null
Solstice-Run	A worldwide race to build community taking place June 20. 2020. Any runner. any distance. anywhere in the world! Sign up free at http://solstice-run.com	0,0	RT @briankoppelman: Tonight at 8pm east coast time I will be here to do an Ask Me Anything before #Billions starts at 9! Spread the word.	null
Mary Lou Gargas	Legal and social work background. Believe strongly in social justice. Cant comprehend what is happening in our country. Love. love. Boston sports and music.	0,0	RT @DavidCornDC: Hey. @AriFleischer. should the FBI investigate? Or the RNC? Should Trump hire an independent investigator and have that pe	null
Daniel Douglas	The future is my oyster. Should be inspirational scripture. but I am too rudely sarcastic to deserve Gods word on my profile. Guilty pleasure? Cyclones!	0,0	RT @ThomasEWoods: The authorities in Iceland looked at this graph and said. we need more restrictions https://t.co/4n5Iujh8rO	Tom Woods on Twitter: The authorities in Iceland looked at this graph and said. we need more restrictions 
Bryn	anxiety-ridden research tech | dp from http://picrew.me	0,0	@jazzyrgarcia I also get the chance to talk about our research at conferences and I get to schmooze with a lot of industry vendors because they like hospitals to test out their diagnostic products (which many academic institutes do as well)	null
Lyndsey Bruce	Sometimes the questions are complicated and the answers are simple.	0,0	RT @LoveOurWedMag: Another fab competition for you today! To be in with a chance of winning a Hugo Boss Woman fragrance. simply...FOLLOW	null
McLovin	HUMBLE BEAST IN MY BAG #underrated #heart #over #height RIP GRANDMA LOVE YOU AND MISS YOU |JSU21	0,0	@nickilyaa_ Damn everybody keep telling me try it where its at?	null
ae4355	<no bio>	0,0	RT @ShellyFabian2: @bfhasselmann   illustrator & avid RPG player is creating character tokens for virtual tabletop games. Based on themes c	null
NSWN Severe Weather Alerts	Live Severe Weather Alerts	0,0	NWS Jackson KY issued a Severe Thunderstorm Warning for Floyd. KY; Martin. KY; Magoffin. KY. Expiring at 08:00 PM (Local)	null
Nintai	master swordsman and friend of @U7THGODDESS Main:@SmileRuby0 father of Omoiyari #DBRP	0,0	@RieAngelOfMari1 Omoi soon looked at the queen and waved a bit. Hello!	null
juice 	 NSFW  bangtan hard stan                     thirst tweet and pics 	0,0	RT @_kittycatmeow: lets be dramatic and look at hoseok https://t.co/Rdr3ctHeIi	STEFFY on Twitter: lets be dramatic and look at hoseok 
Amy Chian	I am for freedom	0,0	RT @charliekirk11: BOOM:Despite constant negative coverageDespite endless Democrat liesDespite a global pandemicPresident Trumps a	null
@72ps	Jesus said I'm the way. the truth and the life. No one goes to to the Father except through me. Jesus = Life.	0,0	RT @AliBeckZeck: If #BillGates had a loaded gun pointed at your head. would that be a #ConspiracyTheory? Hes got a #microchip that can del	null
Nicole Randolph	Professional soccer person at @USL_HQ. @univmiami Alum. Lived in lots of places. IG: @ijsw 	0,0	RT @AltPress: BREAKING: Vocalist Cady Groves has passed away at the age of 30 according to an update from her brother https://t.co/cIrdv2Q0	null
Quentin Quarantino	Daddy Long Ledge. Keep your goddamn eyeballs off me. - Django. Roo  Keith Ledger. Griot. Legend.	0,0	I see youre back at Merts; remember who took you there first. and dont you forget it.	null
spooky samosa 	the softest shadows will be gone  21	0,0	RT @filmjolnir: the cast of narnia looking at their little costume in narnia film. this is so precious  https://t.co/S9d1KqTAsu	thena on Twitter: I'M LOSING MY MIND ON HOW CUTE THIS IS  
#3 BMO kinnie	Val  Gender fluid. they them. demisexual demirom. Wiccan. Autistic. poet	0,0	@rainsticks420 Jus do the same thing but more times. or add a only tangentially related code at the end	null
David Pinsen	Just bought a used Soloflex.	0,0	RT @matthewstoller: Just a self-evidently stupid explanation for why she opposes breaking up Google. 'Well if we break it up then we have f	null
Landa Sroka	<no bio>	0,0	RT @brhodes: Old enough to remember when Republicans went berserk because Obama shook Raul Castro's hand at Nelson Mandela's funeral.	null
Nadia Secreto	Architecture Connoisseur. Sculptor. Human/Urban Geographer.	0,0	RT @KathleenGanley: We have plenty of tax payer money to build an arena for private profit. but none for public transit. Hypocrisy at its f	null
Roxanne	Professional working with families experiencing homelessness and abuse. Two-time @NAU alum. M.Ed. Storyteller. Vegetarian. Enneagram type 1. Believe in people.	0,0	RT @SecretaryHobbs: ICYMI: Starting today. voters can request a ballot-by-mail for the August 4. 2020 Primary Election and November 3. 2020	null
nels	??	0,0	RT @BackwoodPhill: Me at 3am trying to figure out whats wrong with me https://t.co/6ojAgpJs9F	Backwood Phil on Twitter: Me at 3am trying to figure out whats wrong with me 
Huey K	I am a large drarkne (dragon. shark. snake hybrid) I like to jam out to music. Heavenly rhcp. I play guitars and games. fix electronics too. 18+ only! MGS Fan!	0,0	RT @falcon_715: I'm so thirsty for Halo Infinite news that I looked at this burger and thought it kinda looks like Master Chief https://t.c	null
To. Pimp.	Ai Alum Placing Education Into Everything. Black Love. Spaces. and Art. Magic lies in challenging what seems impossible. X Carol Moseley Braun 	0,0	RT @NicoKartel: came across this old photo of a guy I met at the swap meet in fort lauderdale in 2017. he didnt want me to take photos of	null
Michael E. Mann	Scientist & author; Distinguished Prof of Atmospheric Science & Director of Earth System Science Center. Penn State; National Academy of Sciences; Tyler Prize	0,0	The same bad actors who helped elect Trump have been hard at work radicalizing and weaponizing individuals on both ends our political spectrum. creating armies of useful idiots who now unwittingly do their bidding.	null
Maya Williams	go crazy	0,0	RT @Chinohoven: White people really treating the stay at home orders like its their own version of the civil rights movement  they ar	null
skoobert gonpachiro	brassknuckle pussyfoot	0,0	RT @gcfstarjk: jungkook pictures taken by fans at concerts ; a thread https://t.co/DQw95MhB61	 s sh on Twitter: jungkook pictures taken by fans at concerts ; a thread 
Ecchi._.plug	Hentai nsfw	0,0	RT @Hoovesart: Mash Got Some Ass for Valentines Day (v1) Commission by Austin1  Thank at @LalaLexxiVA as always for the voice acting (	null
Warren O'Buch	<no bio>	0,0	RT @The_Abby_Mills: Yes..Divorce him. He deserves better.	null
DianeMarieDSuperEliteX	Love my freedom n country. Want to help with the fight to keep it that way  MAGA PRESIDENT KAG TRUMP#45 Common sense needs to b used always!	0,0	RT @DailyCaller: President @realDonaldTrump:  We are very confident that we're going to have a vaccine at the end of the year. https://	null
Ian Graves	<no bio>	0,0	@MaryHollywood4 @SamanthaAngeliq Watch the whole thing. if they couldnt speak its because they were trying to keep from laughing at the audacity of this effeminate sounding negro that was trying to disrespect and dictate to the panel how to run they show. there was nothing deep or believable about this stunt!	null
NUBSAZJD	<no bio>	0,0	RT @NUBSAZJD: Don't know if it happened but would like to know from @ReadeAlexandra why she did not make this accusation against @Biden whe	null
avivalehman	I am only here to make fun of Trump and Kaitlin Bennet tweets. That is all. Im 16	0,0	RT @FredTJoseph: Years ago. I peacefully protested the murder of Eric Garner. As we walked past officers I looked at one and he said Giv	null
Andrew Sheaffer	A real man doesn't love a million girls. He loves one girl in a million ways and thanks God everyday for her	0,0	RT @charliekirk11: BOOM:Despite constant negative coverageDespite endless Democrat liesDespite a global pandemicPresident Trumps a	null
thee monarch of dumb bicthes	twitter can have a little jalapea. as a treat.	0,0	RT @Be_ll_adonna: *blinks in Black girls in bathing suits at a swimming pool*	null
Joe Smith	<no bio>	0,0	RT @charliekirk11: BOOM:Despite constant negative coverageDespite endless Democrat liesDespite a global pandemicPresident Trumps a	null
Sandra	SAVE our DEMOCRACY. FLIP it BLUE. and VOTE allllll of them OUT!	0,0	RT @KamalaHarris: Trump cuts down and attacks the press at every turn because he doesnt like the truth. On #WorldPressFreedomDay. we must	null
Louie Lee	24 years old. UTPA/UTRGV alumni. Future PA and OB/GYN. |#UTRGV18|. Fall 2014|  @moonlight_mari_ is bae af 	0,0	RT @TheMancUK: After noticing that Ken slept with a photo of his late wife every night. one of the carers at Thistleton Lodge presented him	null
Your Fight Site	Web design. VOD. and ticketing services for #wrestling. #MMA. and #boxing promoters.	0,0	@AlexUsedSplash @AdamLoganWard1 Ive started watching WCW from the first Nitro. Just finished Bash at the Beach 96 with the nWo forming. Finding the Nitros and PPVs such an easy watch ^MB	null
Lemon Slayer	When you're handed lemons. make lemonade! Veteran & Progressive.Au contraire...	0,0	RT @rgoodlaw: Kudlow to CNNs @jaketapper: I didnt make a forecast.FALSEIn Feb. 25 interview. right after falsely claiming virus was	null
Jorgs	F/A Competitive Valorant Player ... || @sevendaysgg ||	0,0	RT @RudyKoby: lil 1v6 in touney clip broke at the end  :( #BringThehype https://t.co/Xzxf0KsWHM	Zch on Twitter: lil 1v6 in touney clip broke at the end :( #BringThehype 
dombaby;	<no bio>	0,0	RT @ShesChey_: Oh yes maam. Getting wine drunk at the park with yo man gotta be a vibe.	null
ForeverNPA'TIN	SB19 Fan accountAlways choose to be kind	0,0	RT @thisisSb19: We are at #2 spot now lezzgoooooo ATINNN@SB19Official #SB19onUnangHirit	null
Tirza	living life day by day with my dog	0,0	At least we aint pure vanilla... mexican vanilla is the best	null
king ade  - on follow/like limit	 for a dreamer. nights the only time of day. XO.	0,0	abel looking at the tl like https://t.co/BXmajlnwN6	king ade  - on follow/like limit on Twitter: abel looking at the tl like 
JennJustPlayTheGame	Wash  Your  Hands	0,0	RT @RitaPanahi: Loving Taiwan silly atm. They tried to warn the world in December about coronavirus (@WHO ignored them) they didnt destroy	null
Boyd MD	USMC. 1968--72    Aviation---- PlaneCapt.Two Years Electronic Eng.	0,0	Even with 80% of the JEW CONTROLLED MEDIA being negative	null
mickey	she/her	0,0	RT @ashantistckes: i didnt even look at the lil dance	null
Gena Re 	The wretch. concentrated all in self. Living. shall forfeit fair renown.... ~ Walter Scott Vote Blue. No Matter Who!	0,0	RT @BarbMcQuade: Trump continues to rid us of inspectors general who find inconvenient truths. Without effective watchdogs. the fox raids t	null
Just_curious	An extremely curious personTrying know what reality is	0,0	RT @NickHintonn: Just one person speaking and acting from a higher vibration can create ripples. if not waves. that change thousands of liv	null
F.T.S.H.D.M	Poet. Illustrator. Artist. Author of Typo by Fran Drummond Moray on amazon. instagram at Franwords. National Poetry comp long listed 2017.	0,0	At satellite	null
Pete Michaels Traffic	45th yr as PILOT'S PILOT. TN ONLY Airborne traffic reports. We promote businesses on Knoxville's top radio stations Mon-Fri producing GREAT sales results!	0,0	Just about ready to blow through at 50 miles an hour but it shouldn't last long https://t.co/phL7agYONM	Pete Michaels Traffic on Twitter: Just about ready to blow through at 50 miles an hour but it shouldn't last long 
fe	<no bio>	0,0	RT @RachelDWhitesi2: Grabe. guys! Trending at no. 1 on both the PH trends and my.tailored trends!#ALDUBKalyeSeryeAngSimula https://t.co/	t.co / Twitter
h^^ppy 	# & #  worldwides it girl & it boy. lead vocalists & fashion icons. jennie is also main rapper & designer and jimin main dancer. songwriter & producer.	0,0	RT @BTSPublicity: .@BTS_twt 'ON' is back to #1 on Melon charts!. has a total of  243.205 unique listeners Now they spent 534 hours at No.	null
Andrew Murphy	I wanna die on a sunny day  @unfilteredbrews  @charmschoolpub  IG: @therealmonochromegod  Apparently an absolute cunt and pitiful edgelord.	0,0	RT @kjhealy: a) That is extremely cheap. all things considered. b) There are 25-30 individual people in the world who could pay this out of	null
Theknowlogy	The uniqueness of the World -Always Tweet About Knowledge #Theknowlogy	0,0	The 20th president of the United States. James Garfield. was able to write Greek with one hand and Latin with the other at the same time	null
DCall	<no bio>	0,0	RT @Neoavatara: This is why there is no hope to bridge this gap.We need leaders bringing people together... Some are doing that (Cuomo. D	null
Anita McGlothlin-Gibson	#MAGA Love my dogs! Saved by Grace! My backup. VA born & bred! Forgive others! Kindness begets kindness! Certified Medical Transcriptionist #Trump2020!	0,0	Amen!	null
DoaSusana 	worker & organizer & latina || coordinator @ATL_Labor || Trabajadoras Fellow @LCLAA || economics student || cat lady	0,0	RT @TrevonDLogan: Hearing people use free market rhetoric during a pandemic (mostly libertarians and conservatives) tells you one of the	null
antoinette	real love hurtsproverbs 3:6	0,0	RT @taylorndean: really hope everyone struggling with addiction are hanging in there during this. If youve relapsed. trying to get sober d	null
Not Leslie.		0,0	RT @Mr_Ceyram: This price of this kente can provide Nigeria with constant electricity for decades. #GhanaVsNaija #ghanavsnigeria	null
David Boaz	Executive Vice President of The Cato Institute; Author. The Libertarian Mind; opinions are my own.	0,0	A provocative thesis from @jon_rauch: In hindsight. [George Wallaces] influence over the direction of Republican politics is at least the equal of Barry Goldwaters libertarian insurgency. Richard Nixons southern strategy. and the Reagan Revolution.	null
moeanon03	UCONN School of Nursing Alum. Hospice Nurse  Truth Seeker.  BREAKING THE SPELL HOST ON PSB AT 9 PM EST TUES and WED @8pm EST on 5x5Network.  WWG1WGA	0,0	@MoreheadPatriot that kid was swinging at him. I am no fan on NYPD cops but they cant win. if they stand down people get mad when they dont people get mad	null
Ak.Md.Norhamdani	                                                                   what comes easy.wont last & what lasts.won't come easy	0,0	2 am thoughts at 7 in the fucking morning..damn brain	null
	   .   .........    c    f	0,0	I gotta raise my son to be the type of BLACK man that stands up for BLACK women at ALL times. I will teach him the beauty of a black woman & how we should be properly treated.	null
Rvbbie	Will To Live Machine roke Instagram:@theemajinbuu	0,0	RT @ethanjsomers: Wow. look at how much Blue Lives Matter. Guess white people only like to say that when the police are beating on black an	null
Jamal Morgan 	IG & Snapchat: Jem_1731	0,0	RT @jamaicastar: Eighteen people were last night arrested in Orange Villa off Slipe Road in Kingston for breaching the Disaster Risk Manage	null
Ally512	<no bio>	0,0	@defnoodles It's sick and if that was my kid at the time her ass would be in jail. like do these ppl not get that saying shit like this could get them in trouble.just cuz she's a porn star don't mean anything.she really needs to think before she opens her mouth	null
Crispy Chungus		0,0	2  shit	null
matty	Family. Training. Food. Fun. Financial Freedom. 511.330 . 12 lbs to goal. Grid Iron healer. DM for recovery and nutrition.	0,0	@Alex1DPD @sandyluvsboyz @JudgeClayJ Rather than by experts. science. data and FACTS. again FACTS...should be worrying. Its putting not only Texas but the nation as a whole at INCREASED risk of not only health/illness/death. but economical risk. Rushing to open has the likely potential to do FAR more harm to the..	null
kathleen levy	wife mom grandma  Miami Beach and paris resident. proud Dem #still with her##not my president feminist. usually an optimist but it's getting harder	0,0	RT @DavidCornDC: Hey. @AriFleischer. should the FBI investigate? Or the RNC? Should Trump hire an independent investigator and have that pe	null
Luddite  #FBPE NHS Economically innactive	  It is easier to fool people than it is to convince them that they've been fooled. IMO Brexit is an existential threat to our NHS.  & the 3million.	0,0	RT @atrupar: TRUMP: I used to say 65.000. Now I'm saying 80 or 90 and it goes up and it goes up rapidly. But it's still going to be. no ma	null
?	merely existing	0,0	SUCK MY DICK AND BALLS IM WORKING AT NASA	null
william anderson	Caring	0,0	@jdawsey1 His swamp is at least a little cleaner from all his scum suckers !	null
FAN ACCOUNT	 CC~NM~SG~TS	0,0	RT @vithepilot: To all of you screaming credit isn't a big deal look what being credited can do for you	null
Cryptoskeptic	Experience thru age	0,0	@peterswitzer Few want prices to crash But the longer the shutdown goes the more probable it will be. Talk to Sydney and Melbourne developers. Nearly everything is at a standstill apart from in progress jobs. Not looking good	null
Sxe Azn Grill	18+ Occational Actor of voices. Shitposter supreme. I also retweet lewds and anime tiddys a lot.	0,0	RT @neo_hajime: I can't wait to watch the inevitable shit show that will be Smash Ultimate online at Evo	null
Vanessa Lamers	Steward of the publics health. Always rattling on about environmental health. infectious disease. measurement. and health communications. Tweets mine. She/her.	0,0	RT @TSNHockey: I can't even get up without losing my breath. It's insane. At night. I have fevers. I have to get up to take pills. I wake	null
StayAtHome	Scatterling. I tweet mainly about environment. climate breakdown. and Australia's treatment of refugees and asylum seekers.	0,0	@jblbernal @Scientists4EU Bullshit. They're all at a point where they can contact trace and test EVERYONE that has it. until they know everyone that has it and they're in isolation. Kill the virus. don't fuck around with it.	null
Trunks Briefs	I'm Trunks. I am one of the coolest kids that you'll ever get to meet. You better think twice before crossing me loser! #NewDefendersOfEarth	0,0	@MoonSoIdier I wont go easy on you just because you're a woman. *trunks said as he would charge at the girl and he would start by firing punches at her hoping that at least one will connect with her*	null
albgardis Tausendsch	Immigrant from Germany based in rural Pennsylvania with spouse + cats. traveling all over the USA as house/pet/farm sitter	0,0	RT @charliekirk11: BOOM:Despite constant negative coverageDespite endless Democrat liesDespite a global pandemicPresident Trumps a	null
TwittrIsBiased	Man. I just surf this crow app for shits & giggles...	0,0	@queenazsa At the nail shop too. No masks...	null
Imani Ray	thriving.  	0,0	This is why the energy is different at Tuesday On The Rocks. Different being an excellent thing.	null
joanne ragnarsson	<no bio>	0,0	RT @WritesMore: Trump now claims his May 1 sycophant intel report supports that he was unaware of the coronavirus threat in China in Januar	null
Nimah	<no bio>	0,0	RT @__kennedy24: Social media has caused yall to think that yall need to be doing things at the same pace as everyone else. ITS OKAY NOT	null
	xvx | born 2 raise hell	0,0	RT @plaguebabe: This image alone has me motivated to kick quarantines ass and get back into shape	null
milky way //H 300 days	drugie konto: @okruszeklukeya21DP!ATD5SOSMCRLMTeen WolfFlarrowPrison BreakLegends Of TomorrowLuciferSpnQueenF&FTangledVaVMarvel	0,0	RT @newangel4styles: #ModestIsOverParty always turned off louis and nialls mics and make niall feel insecure about himself made harry at t	null
Muggle-Born 	H E U R E U X 	0,0	RT @bansheerabidcat: Tip for onion-skinned officials: I was a trainor in a call center for a few years. When a customer is upset. they may	null
QUIETSTORM 	Music A&R Working With Producers From All Areas Dm Me Lets Worklnternational IG:welllconnected	0,0	This is really how C-19 came at us for  2020 lol https://t.co/C6wnvaPP4e	QUIETSTORM  on Twitter: This is really how C-19 came at us for 2020 lol 
Jeff	On-Air Talent. Off-Air Amazing - Video Producer @BleacherReport - Host @PowerAfterHours - Digital Media Alchemist - Pop Culture Aficionado - Pro Wrestling Nerd	0,0	@WannasWorld AHHHHH Toronto!!! I thought it wasn't US based but didn't want to cheat and look at your profile.	null
in a fever dream	| sun cap | moon sag | asc gem | once in a while. the day goes by like a blur. huh... why was it such a good day?(she/her)	0,0	RT @openmy3rdeyee: Capricorn. Virgo. Pisces. Libra you know yourself better than anyone else yet you crumble at the words of someone who ha	null
